delivery_id,product_id,quantity,delivery_date,supplier_id,region_id,country_id
2594,100,499.0,2022-04-19 01:00:00,10.0,21,3
2595,99,572.0,2022-04-19 02:00:00,7.0,28,7
2596,11,995.0,2022-04-19 03:00:00,6.0,22,9
2597,15,178.0,2022-04-19 04:00:00,18.0,15,10
2598,65,,2022-04-19 05:00:00,6.0,35,10
2599,32,460.0,2022-04-19 06:00:00,17.0,34,8
2600,76,923.0,2022-04-19 07:00:00,16.0,15,9
2601,82,823.0,2022-04-19 08:00:00,5.0,22,3
2602,54,632.0,2022-04-19 09:00:00,11.0,16,1
2603,80,88.0,2022-04-19 10:00:00,17.0,9,4
2604,56,405.0,2022-04-19 11:00:00,8.0,20,10
2605,19,920.0,2022-04-19 12:00:00,5.0,18,5
2606,24,14.0,2022-04-19 13:00:00,15.0,2,2
2607,92,250.0,2022-04-19 14:00:00,20.0,19,4
2608,36,95.0,,10.0,7,3
2609,97,461.0,2022-04-19 16:00:00,4.0,24,8
2610,73,885.0,2022-04-19 17:00:00,14.0,10,10
2611,93,173.0,2022-04-19 18:00:00,19.0,20,1
2612,55,7760.0,2022-04-19 19:00:00,6.0,5,1
2613,83,148.0,2022-04-19 20:00:00,16.0,10,1
2614,12,234.0,2022-04-19 21:00:00,,25,4
2615,40,645.0,2022-04-19 22:00:00,14.0,13,4
2616,87,821.0,2022-04-19 23:00:00,,34,9
2617,89,91.0,2022-04-20 00:00:00,,10,7
2618,44,,,16.0,16,7
2619,48,34.0,2022-04-20 02:00:00,6.0,17,7
2620,4,105.0,,4.0,9,1
2621,85,136.0,2022-04-20 04:00:00,14.0,2,7
2622,1,453.0,2022-04-20 05:00:00,14.0,15,6
2623,53,555.0,2022-04-20 06:00:00,14.0,18,4
2624,19,556.0,2022-04-20 07:00:00,13.0,29,5
2625,72,178.0,2022-04-20 08:00:00,5.0,34,5
2626,68,166.0,2022-04-20 09:00:00,20.0,9,10
2627,47,636.0,2022-04-20 10:00:00,15.0,34,9
2628,60,925.0,2022-04-20 11:00:00,12.0,13,7
2629,74,61.0,2022-04-20 12:00:00,,10,2
2630,37,200.0,2022-04-20 13:00:00,16.0,7,10
2631,53,,2022-04-20 14:00:00,14.0,6,10
2632,83,939.0,,8.0,2,6
2633,24,923.0,2022-04-20 16:00:00,19.0,15,7
2634,43,697.0,2022-04-20 17:00:00,15.0,9,6
2635,80,139.0,2022-04-20 18:00:00,20.0,11,3
2636,38,874.0,2022-04-20 19:00:00,12.0,11,8
2637,50,390.0,2022-04-20 20:00:00,2.0,15,3
2638,79,431.0,2022-04-20 21:00:00,11.0,31,4
2639,21,415.0,2022-04-20 22:00:00,7.0,26,2
2640,14,629.0,2022-04-20 23:00:00,,32,1
2641,89,,2022-04-21 00:00:00,20.0,2,6
2642,7,704.0,2022-04-21 01:00:00,8.0,10,10
2643,95,461.0,2022-04-21 02:00:00,2.0,21,7
2644,59,172.0,2022-04-21 03:00:00,,8,2
2645,99,243.0,2022-04-21 04:00:00,3.0,25,10
2646,18,226.0,2022-04-21 05:00:00,19.0,36,5
2647,56,821.0,2022-04-21 06:00:00,,26,1
2648,73,,2022-04-21 07:00:00,7.0,13,2
2649,63,635.0,,16.0,23,2
2650,35,,2022-04-21 09:00:00,11.0,15,6
2651,56,989.0,2022-04-21 10:00:00,12.0,18,3
2652,85,,2022-04-21 11:00:00,7.0,28,2
2653,44,589.0,2022-04-21 12:00:00,9.0,14,3
2654,52,850.0,,2.0,18,10
2655,74,21.0,2022-04-21 14:00:00,2.0,33,2
2656,65,707.0,2022-04-21 15:00:00,5.0,2,7
2657,73,272.0,2022-04-21 16:00:00,,18,9
2658,7,462.0,2022-04-21 17:00:00,4.0,5,1
2659,49,801.0,,3.0,21,4
2660,9,903.0,2022-04-21 19:00:00,16.0,3,6
2661,92,,2022-04-21 20:00:00,10.0,10,7
2662,15,399.0,2022-04-21 21:00:00,,32,1
2663,86,28.0,2022-04-21 22:00:00,14.0,24,7
2664,72,266.0,2022-04-21 23:00:00,7.0,36,6
2665,53,701.0,2022-04-22 00:00:00,14.0,36,9
2666,28,,2022-04-22 01:00:00,6.0,22,2
2667,31,,2022-04-22 02:00:00,7.0,8,5
2668,65,888.0,2022-04-22 03:00:00,11.0,2,8
2669,22,270.0,2022-04-22 04:00:00,19.0,26,9
2670,42,302.0,2022-04-22 05:00:00,16.0,16,7
2671,46,215.0,2022-04-22 06:00:00,18.0,8,10
2672,54,103.0,2022-04-22 07:00:00,2.0,36,1
2673,13,589.0,2022-04-22 08:00:00,11.0,7,5
2674,97,748.0,2022-04-22 09:00:00,4.0,14,1
2675,55,891.0,2022-04-22 10:00:00,6.0,34,2
2676,14,482.0,2022-04-22 11:00:00,3.0,14,2
2677,27,96.0,2022-04-22 12:00:00,20.0,32,9
2678,28,954.0,2022-04-22 13:00:00,,34,10
2679,3,882.0,2022-04-22 14:00:00,4.0,1,6
2680,98,861.0,2022-04-22 15:00:00,19.0,32,10
2681,33,431.0,2022-04-22 16:00:00,15.0,8,7
2682,55,334.0,2022-04-22 17:00:00,5.0,34,3
2683,86,86.0,2022-04-22 18:00:00,14.0,5,5
2684,83,714.0,2022-04-22 19:00:00,16.0,13,7
2685,52,77.0,2022-04-22 20:00:00,8.0,25,1
2686,6,,2022-04-22 21:00:00,8.0,6,9
2687,34,992.0,,,10,9
2688,31,908.0,,3.0,20,5
2689,35,,2022-04-23 00:00:00,8.0,12,1
2690,70,90.0,2022-04-23 01:00:00,13.0,19,8
2691,49,830.0,2022-04-23 02:00:00,6.0,26,8
2692,8,,2022-04-23 03:00:00,16.0,17,3
2693,20,59.0,2022-04-23 04:00:00,19.0,14,6
2694,32,,2022-04-23 05:00:00,18.0,4,4
2695,8,838.0,2022-04-23 06:00:00,,14,5
2696,48,377.0,2022-04-23 07:00:00,14.0,10,6
2697,19,396.0,2022-04-23 08:00:00,6.0,34,4
2698,93,140.0,2022-04-23 09:00:00,15.0,31,1
2699,4,438.0,2022-04-23 10:00:00,17.0,17,5
2700,38,,2022-04-23 11:00:00,12.0,26,9
2701,94,394.0,2022-04-23 12:00:00,11.0,11,8
2702,38,580.0,2022-04-23 13:00:00,19.0,17,1
2703,6,612.0,,18.0,12,1
2704,80,696.0,2022-04-23 15:00:00,1.0,29,2
2705,10,242.0,2022-04-23 16:00:00,12.0,20,4
2706,39,625.0,2022-04-23 17:00:00,9.0,10,9
2707,41,859.0,,17.0,10,6
2708,73,,2022-04-23 19:00:00,13.0,23,4
2709,3,698.0,2022-04-23 20:00:00,10.0,28,6
2710,31,900.0,2022-04-23 21:00:00,11.0,9,4
2711,48,759.0,,16.0,18,4
2712,82,18.0,2022-04-23 23:00:00,9.0,4,5
2713,34,977.0,2022-04-24 00:00:00,8.0,18,5
2714,47,609.0,2022-04-24 01:00:00,15.0,20,1
2715,40,417.0,2022-04-24 02:00:00,9.0,24,4
2716,38,621.0,2022-04-24 03:00:00,14.0,5,4
2717,88,853.0,2022-04-24 04:00:00,18.0,25,8
2718,22,163.0,2022-04-24 05:00:00,13.0,20,7
2719,65,503.0,2022-04-24 06:00:00,9.0,3,7
2720,21,99.0,2022-04-24 07:00:00,14.0,16,6
2721,69,960.0,2022-04-24 08:00:00,18.0,27,7
2722,23,814.0,2022-04-24 09:00:00,15.0,23,5
2723,7,426.0,2022-04-24 10:00:00,15.0,4,9
2724,9,,,8.0,14,3
2725,10,828.0,2022-04-24 12:00:00,19.0,2,10
2726,50,,,11.0,36,4
2727,62,99.0,2022-04-24 14:00:00,8.0,30,3
2728,51,929.0,2022-04-24 15:00:00,3.0,5,3
2729,73,88.0,2022-04-24 16:00:00,2.0,32,3
2730,59,426.0,2022-04-24 17:00:00,8.0,29,4
2731,89,464.0,2022-04-24 18:00:00,4.0,9,10
2732,40,,2022-04-24 19:00:00,7.0,32,6
2733,4,994.0,,14.0,35,6
2734,36,504.0,2022-04-24 21:00:00,2.0,22,9
2735,33,563.0,2022-04-24 22:00:00,6.0,14,1
2736,14,,2022-04-24 23:00:00,10.0,32,5
2737,56,641.0,2022-04-25 00:00:00,7.0,9,8
2738,74,8.0,,19.0,25,9
2739,5,801.0,,3.0,18,1
2740,67,635.0,2022-04-25 03:00:00,5.0,2,9
2741,45,54.0,2022-04-25 04:00:00,8.0,17,3
2742,10,912.0,2022-04-25 05:00:00,5.0,20,3
2743,84,,2022-04-25 06:00:00,17.0,18,5
2744,42,719.0,2022-04-25 07:00:00,11.0,20,10
2745,27,563.0,2022-04-25 08:00:00,1.0,21,4
2746,32,487.0,2022-04-25 09:00:00,15.0,20,3
2747,24,250.0,,16.0,17,9
2748,14,679.0,2022-04-25 11:00:00,6.0,28,5
2749,93,573.0,,20.0,26,9
2750,75,605.0,2022-04-25 13:00:00,,27,5
2751,54,154.0,2022-04-25 14:00:00,9.0,15,1
2752,4,846.0,2022-04-25 15:00:00,20.0,9,7
2753,61,687.0,2022-04-25 16:00:00,20.0,17,7
2754,86,572.0,2022-04-25 17:00:00,19.0,32,10
2755,93,482.0,2022-04-25 18:00:00,8.0,34,2
2756,34,545.0,2022-04-25 19:00:00,7.0,32,7
2757,86,346.0,2022-04-25 20:00:00,20.0,11,5
2758,70,736.0,2022-04-25 21:00:00,15.0,2,5
2759,51,456.0,2022-04-25 22:00:00,4.0,19,2
2760,96,117.0,2022-04-25 23:00:00,15.0,30,4
2761,23,,2022-04-26 00:00:00,20.0,35,5
2762,69,438.0,2022-04-26 01:00:00,12.0,23,5
2763,75,307.0,2022-04-26 02:00:00,19.0,30,9
2764,51,65.0,2022-04-26 03:00:00,11.0,34,5
2765,83,889.0,2022-04-26 04:00:00,,19,8
2766,94,810.0,2022-04-26 05:00:00,20.0,29,1
2767,41,,2022-04-26 06:00:00,1.0,9,3
2768,99,715.0,2022-04-26 07:00:00,4.0,26,6
2769,19,350.0,2022-04-26 08:00:00,10.0,3,6
2770,84,260.0,2022-04-26 09:00:00,17.0,21,7
2771,95,605.0,2022-04-26 10:00:00,4.0,23,3
2772,28,583.0,2022-04-26 11:00:00,12.0,15,1
2773,77,178.0,2022-04-26 12:00:00,,1,8
2774,6,339.0,2022-04-26 13:00:00,6.0,13,8
2775,60,71.0,2022-04-26 14:00:00,17.0,10,7
2776,13,950.0,2022-04-26 15:00:00,8.0,24,10
2777,45,97.0,,20.0,3,2
2778,86,171.0,,15.0,29,1
2779,27,446.0,,17.0,24,5
2780,88,495.0,2022-04-26 19:00:00,8.0,21,1
2781,19,373.0,2022-04-26 20:00:00,,9,6
2782,35,575.0,,6.0,35,10
2783,56,803.0,2022-04-26 22:00:00,9.0,20,8
2784,94,738.0,2022-04-26 23:00:00,8.0,26,7
2785,4,51.0,2022-04-27 00:00:00,,9,8
2786,84,671.0,2022-04-27 01:00:00,3.0,30,2
2787,7,283.0,,3.0,10,6
2788,24,259.0,2022-04-27 03:00:00,15.0,33,5
2789,40,942.0,2022-04-27 04:00:00,20.0,12,10
2790,27,797.0,2022-04-27 05:00:00,6.0,36,8
2791,57,,2022-04-27 06:00:00,5.0,13,7
2792,89,554.0,2022-04-27 07:00:00,4.0,32,9
2793,81,,2022-04-27 08:00:00,,17,6
2794,7,681.0,2022-04-27 09:00:00,1.0,20,4
2795,4,,2022-04-27 10:00:00,19.0,4,2
2796,28,69.0,2022-04-27 11:00:00,4.0,11,4
2797,91,219.0,2022-04-27 12:00:00,6.0,10,6
2798,54,824.0,2022-04-27 13:00:00,2.0,31,10
2799,98,684.0,2022-04-27 14:00:00,5.0,17,5
2800,33,974.0,2022-04-27 15:00:00,20.0,9,10
2801,34,724.0,2022-04-27 16:00:00,15.0,23,3
2802,17,,2022-04-27 17:00:00,13.0,19,1
2803,55,792.0,,8.0,16,1
2804,84,498.0,2022-04-27 19:00:00,7.0,12,6
2805,79,571.0,2022-04-27 20:00:00,18.0,26,10
2806,86,730.0,2022-04-27 21:00:00,,8,10
2807,5,687.0,2022-04-27 22:00:00,10.0,8,2
2808,64,403.0,,17.0,32,5
2809,15,838.0,2022-04-28 00:00:00,11.0,33,9
2810,56,842.0,2022-04-28 01:00:00,15.0,29,10
2811,27,602.0,,8.0,12,1
2812,3,484.0,2022-04-28 03:00:00,8.0,6,2
2813,46,463.0,,4.0,30,3
2814,46,344.0,2022-04-28 05:00:00,8.0,27,7
2815,66,507.0,2022-04-28 06:00:00,6.0,34,1
2816,2,5.0,2022-04-28 07:00:00,3.0,25,3
2817,32,,2022-04-28 08:00:00,15.0,22,1
2818,86,961.0,2022-04-28 09:00:00,1.0,33,5
2819,49,633.0,2022-04-28 10:00:00,9.0,31,7
2820,68,793.0,2022-04-28 11:00:00,7.0,34,1
2821,90,152.0,2022-04-28 12:00:00,19.0,11,9
2822,11,876.0,2022-04-28 13:00:00,6.0,24,9
2823,67,500.0,2022-04-28 14:00:00,,20,6
2824,58,498.0,2022-04-28 15:00:00,19.0,7,10
2825,85,40.0,2022-04-28 16:00:00,9.0,14,10
2826,42,855.0,,13.0,32,1
2827,44,533.0,2022-04-28 18:00:00,19.0,12,3
2828,86,239.0,2022-04-28 19:00:00,20.0,15,6
2829,46,223.0,2022-04-28 20:00:00,5.0,15,3
2830,27,452.0,2022-04-28 21:00:00,8.0,31,2
2831,66,397.0,2022-04-28 22:00:00,10.0,9,9
2832,5,120.0,2022-04-28 23:00:00,,5,6
2833,66,362.0,2022-04-29 00:00:00,7.0,23,3
2834,25,678.0,2022-04-29 01:00:00,,28,5
2835,72,653.0,2022-04-29 02:00:00,,35,3
2836,35,609.0,2022-04-29 03:00:00,17.0,26,10
2837,34,,2022-04-29 04:00:00,15.0,2,5
2838,94,899.0,2022-04-29 05:00:00,9.0,8,1
2839,85,629.0,2022-04-29 06:00:00,10.0,27,9
2840,90,243.0,2022-04-29 07:00:00,19.0,4,5
2841,45,28.0,2022-04-29 08:00:00,3.0,27,3
2842,55,459.0,2022-04-29 09:00:00,1.0,8,3
2843,31,757.0,2022-04-29 10:00:00,7.0,35,1
2844,100,87.0,2022-04-29 11:00:00,13.0,6,8
2845,48,40.0,2022-04-29 12:00:00,8.0,17,3
2846,29,574.0,2022-04-29 13:00:00,9.0,3,8
2847,10,100.0,2022-04-29 14:00:00,8.0,19,5
2848,6,463.0,2022-04-29 15:00:00,2.0,14,7
2849,81,743.0,2022-04-29 16:00:00,11.0,13,2
2850,87,80.0,2022-04-29 17:00:00,4.0,32,10
2851,33,969.0,2022-04-29 18:00:00,18.0,3,1
2852,40,793.0,2022-04-29 19:00:00,7.0,15,7
2853,39,48.0,2022-04-29 20:00:00,,5,10
2854,33,741.0,2022-04-29 21:00:00,8.0,16,10
2855,54,931.0,2022-04-29 22:00:00,14.0,26,3
2856,92,713.0,2022-04-29 23:00:00,15.0,12,9
2857,18,636.0,2022-04-30 00:00:00,5.0,3,7
2858,76,,2022-04-30 01:00:00,5.0,22,5
2859,66,634.0,2022-04-30 02:00:00,17.0,15,5
2860,88,461.0,2022-04-30 03:00:00,16.0,17,10
2861,11,846.0,2022-04-30 04:00:00,11.0,22,9
2862,57,1090.0,2022-04-30 05:00:00,20.0,27,4
2863,83,143.0,2022-04-30 06:00:00,9.0,28,3
2864,62,586.0,2022-04-30 07:00:00,14.0,21,5
2865,8,738.0,2022-04-30 08:00:00,2.0,26,10
2866,55,,2022-04-30 09:00:00,9.0,17,10
2867,66,763.0,2022-04-30 10:00:00,16.0,1,10
2868,50,161.0,2022-04-30 11:00:00,6.0,3,9
2869,69,347.0,2022-04-30 12:00:00,17.0,10,7
2870,68,37.0,2022-04-30 13:00:00,16.0,32,3
2871,64,552.0,2022-04-30 14:00:00,3.0,32,8
2872,8,397.0,2022-04-30 15:00:00,3.0,13,5
2873,88,791.0,2022-04-30 16:00:00,10.0,10,4
2874,80,377.0,,6.0,26,8
2875,78,700.0,2022-04-30 18:00:00,,6,3
2876,100,,2022-04-30 19:00:00,7.0,11,8
2877,70,137.0,2022-04-30 20:00:00,10.0,18,7
2878,80,178.0,2022-04-30 21:00:00,10.0,20,4
2879,97,728.0,2022-04-30 22:00:00,16.0,31,3
2880,7,914.0,2022-04-30 23:00:00,20.0,4,7
2881,30,,2022-05-01 00:00:00,7.0,11,1
2882,7,535.0,2022-05-01 01:00:00,10.0,21,10
2883,2,929.0,,10.0,18,4
2884,64,158.0,2022-05-01 03:00:00,5.0,21,5
2885,54,2.0,,4.0,14,10
2886,10,450.0,,18.0,35,1
2887,75,784.0,2022-05-01 06:00:00,6.0,26,7
2888,81,878.0,2022-05-01 07:00:00,9.0,29,3
2889,36,783.0,,,28,3
2890,29,257.0,2022-05-01 09:00:00,17.0,16,9
2891,94,794.0,2022-05-01 10:00:00,13.0,19,10
2892,49,191.0,,13.0,26,6
2893,35,75.0,2022-05-01 12:00:00,8.0,20,6
2894,34,823.0,2022-05-01 13:00:00,2.0,27,4
2895,60,409.0,2022-05-01 14:00:00,20.0,33,2
2896,81,960.0,2022-05-01 15:00:00,14.0,1,2
2897,96,312.0,2022-05-01 16:00:00,7.0,34,10
2898,9,173.0,2022-05-01 17:00:00,10.0,28,4
2899,77,807.0,2022-05-01 18:00:00,15.0,22,8
2900,97,759.0,2022-05-01 19:00:00,4.0,15,2
2901,84,819.0,2022-05-01 20:00:00,6.0,23,2
2902,36,983.0,2022-05-01 21:00:00,19.0,1,5
2903,58,721.0,2022-05-01 22:00:00,15.0,10,3
2904,56,558.0,2022-05-01 23:00:00,19.0,33,10
2905,19,,2022-05-02 00:00:00,15.0,36,8
2906,57,689.0,2022-05-02 01:00:00,4.0,10,8
2907,68,650.0,2022-05-02 02:00:00,14.0,9,9
2908,13,260.0,,,14,5
2909,80,295.0,2022-05-02 04:00:00,11.0,17,1
2910,27,,2022-05-02 05:00:00,8.0,33,8
2911,90,,2022-05-02 06:00:00,18.0,4,4
2912,6,782.0,,18.0,12,8
2913,52,788.0,2022-05-02 08:00:00,13.0,35,8
2914,60,572.0,2022-05-02 09:00:00,17.0,14,1
2915,79,204.0,2022-05-02 10:00:00,7.0,1,7
2916,46,149.0,2022-05-02 11:00:00,2.0,1,3
2917,50,,2022-05-02 12:00:00,8.0,21,6
2918,49,557.0,2022-05-02 13:00:00,15.0,23,1
2919,67,,2022-05-02 14:00:00,7.0,22,4
2920,73,362.0,,16.0,1,4
2921,75,520.0,,8.0,13,8
2922,57,434.0,2022-05-02 17:00:00,16.0,13,9
2923,13,288.0,2022-05-02 18:00:00,4.0,18,2
2924,89,195.0,2022-05-02 19:00:00,20.0,24,5
2925,11,736.0,2022-05-02 20:00:00,,3,7
2926,93,357.0,2022-05-02 21:00:00,14.0,23,1
2927,35,334.0,2022-05-02 22:00:00,16.0,4,1
2928,44,224.0,2022-05-02 23:00:00,,27,6
2929,32,587.0,2022-05-03 00:00:00,,21,1
2930,72,49.0,2022-05-03 01:00:00,16.0,34,1
2931,27,76.0,2022-05-03 02:00:00,,14,6
2932,31,707.0,2022-05-03 03:00:00,12.0,36,4
2933,99,105.0,2022-05-03 04:00:00,,35,7
2934,36,266.0,2022-05-03 05:00:00,4.0,28,6
2935,74,882.0,2022-05-03 06:00:00,14.0,2,8
2936,35,706.0,2022-05-03 07:00:00,,1,9
2937,33,693.0,2022-05-03 08:00:00,13.0,1,2
2938,68,819.0,2022-05-03 09:00:00,1.0,20,8
2939,24,466.0,2022-05-03 10:00:00,11.0,14,1
2940,33,867.0,2022-05-03 11:00:00,12.0,31,4
2941,64,527.0,2022-05-03 12:00:00,20.0,15,7
2942,86,287.0,2022-05-03 13:00:00,13.0,23,3
2943,58,200.0,,1.0,29,8
2944,13,579.0,2022-05-03 15:00:00,5.0,35,9
2945,83,895.0,2022-05-03 16:00:00,11.0,4,10
2946,39,978.0,2022-05-03 17:00:00,11.0,23,8
2947,64,175.0,2022-05-03 18:00:00,2.0,25,2
2948,78,347.0,,10.0,16,2
2949,54,149.0,2022-05-03 20:00:00,5.0,35,6
2950,1,931.0,,1.0,29,9
2951,71,471.0,2022-05-03 22:00:00,16.0,19,4
2952,9,,2022-05-03 23:00:00,4.0,18,5
2953,67,273.0,2022-05-04 00:00:00,5.0,14,5
2954,58,878.0,2022-05-04 01:00:00,16.0,6,8
2955,29,734.0,2022-05-04 02:00:00,11.0,31,10
2956,67,14.0,2022-05-04 03:00:00,6.0,16,10
2957,35,118.0,2022-05-04 04:00:00,8.0,25,7
2958,92,801.0,2022-05-04 05:00:00,11.0,27,10
2959,12,274.0,2022-05-04 06:00:00,8.0,20,8
2960,50,789.0,2022-05-04 07:00:00,10.0,11,4
2961,89,791.0,2022-05-04 08:00:00,6.0,12,1
2962,68,264.0,2022-05-04 09:00:00,20.0,7,6
2963,84,473.0,2022-05-04 10:00:00,12.0,22,1
2964,13,6.0,2022-05-04 11:00:00,1.0,6,4
2965,39,507.0,2022-05-04 12:00:00,5.0,4,8
2966,2,848.0,2022-05-04 13:00:00,17.0,33,3
2967,29,579.0,2022-05-04 14:00:00,13.0,10,9
2968,88,388.0,2022-05-04 15:00:00,16.0,11,6
2969,90,395.0,2022-05-04 16:00:00,20.0,33,3
2970,76,687.0,,19.0,30,5
2971,21,520.0,2022-05-04 18:00:00,18.0,1,8
2972,63,756.0,2022-05-04 19:00:00,,34,3
2973,60,421.0,2022-05-04 20:00:00,2.0,33,4
2974,26,991.0,2022-05-04 21:00:00,5.0,2,2
2975,77,834.0,,2.0,25,4
2976,61,211.0,2022-05-04 23:00:00,3.0,2,8
2977,34,464.0,2022-05-05 00:00:00,16.0,8,1
2978,86,143.0,2022-05-05 01:00:00,19.0,17,6
2979,73,721.0,2022-05-05 02:00:00,7.0,13,10
2980,75,112.0,2022-05-05 03:00:00,,12,6
2981,78,348.0,2022-05-05 04:00:00,3.0,10,7
2982,69,459.0,2022-05-05 05:00:00,4.0,23,9
2983,20,774.0,2022-05-05 06:00:00,13.0,18,6
2984,90,649.0,2022-05-05 07:00:00,13.0,31,4
2985,38,290.0,2022-05-05 08:00:00,9.0,6,7
2986,14,,2022-05-05 09:00:00,2.0,15,7
2987,9,589.0,2022-05-05 10:00:00,10.0,28,2
2988,86,,2022-05-05 11:00:00,,5,4
2989,81,84.0,,,15,2
2990,28,,2022-05-05 13:00:00,1.0,22,4
2991,70,263.0,2022-05-05 14:00:00,18.0,11,9
2992,29,362.0,2022-05-05 15:00:00,14.0,14,7
2993,74,976.0,2022-05-05 16:00:00,8.0,21,3
2994,21,251.0,2022-05-05 17:00:00,17.0,16,1
2995,28,722.0,2022-05-05 18:00:00,16.0,30,7
2996,17,780.0,2022-05-05 19:00:00,11.0,33,1
2997,4,722.0,2022-05-05 20:00:00,6.0,15,6
2998,11,438.0,2022-05-05 21:00:00,,36,9
2999,85,970.0,2022-05-05 22:00:00,8.0,31,2
3000,66,657.0,2022-05-05 23:00:00,14.0,16,6
3001,36,141.0,2022-05-06 00:00:00,4.0,19,10
3002,32,651.0,2022-05-06 01:00:00,4.0,8,4
3003,13,,2022-05-06 02:00:00,2.0,31,6
3004,39,636.0,2022-05-06 03:00:00,14.0,31,5
3005,79,58.0,2022-05-06 04:00:00,4.0,9,2
3006,38,,2022-05-06 05:00:00,4.0,35,9
3007,97,525.0,,18.0,13,6
3008,43,,2022-05-06 07:00:00,14.0,23,7
3009,34,818.0,2022-05-06 08:00:00,18.0,34,4
3010,32,557.0,2022-05-06 09:00:00,12.0,11,4
3011,17,160.0,2022-05-06 10:00:00,4.0,13,7
3012,72,377.0,,16.0,10,1
3013,62,933.0,2022-05-06 12:00:00,3.0,27,9
3014,97,9050.0,2022-05-06 13:00:00,6.0,23,7
3015,82,744.0,2022-05-06 14:00:00,6.0,29,10
3016,57,,2022-05-06 15:00:00,14.0,14,5
3017,89,,2022-05-06 16:00:00,5.0,25,2
3018,52,16.0,2022-05-06 17:00:00,10.0,13,6
3019,67,636.0,2022-05-06 18:00:00,17.0,17,4
3020,27,,2022-05-06 19:00:00,15.0,23,10
3021,84,352.0,2022-05-06 20:00:00,1.0,4,10
3022,24,934.0,2022-05-06 21:00:00,10.0,8,10
3023,18,226.0,2022-05-06 22:00:00,10.0,19,1
3024,88,667.0,,,33,9
3025,23,841.0,2022-05-07 00:00:00,16.0,21,5
3026,64,,2022-05-07 01:00:00,18.0,13,7
3027,40,642.0,2022-05-07 02:00:00,20.0,28,3
3028,35,558.0,2022-05-07 03:00:00,11.0,30,4
3029,5,530.0,2022-05-07 04:00:00,15.0,15,1
3030,50,423.0,2022-05-07 05:00:00,16.0,26,6
3031,8,694.0,2022-05-07 06:00:00,14.0,13,9
3032,67,635.0,2022-05-07 07:00:00,3.0,35,10
3033,74,21.0,,8.0,8,7
3034,38,880.0,2022-05-07 09:00:00,10.0,31,7
3035,28,776.0,2022-05-07 10:00:00,8.0,7,3
3036,5,666.0,2022-05-07 11:00:00,1.0,3,2
3037,22,289.0,2022-05-07 12:00:00,7.0,17,5
3038,90,678.0,2022-05-07 13:00:00,,27,3
3039,10,613.0,2022-05-07 14:00:00,2.0,8,8
3040,75,936.0,2022-05-07 15:00:00,5.0,30,2
3041,3,456.0,2022-05-07 16:00:00,7.0,28,5
3042,47,621.0,2022-05-07 17:00:00,2.0,36,5
3043,44,457.0,2022-05-07 18:00:00,4.0,29,10
3044,67,676.0,2022-05-07 19:00:00,16.0,23,8
3045,80,179.0,2022-05-07 20:00:00,15.0,9,7
3046,91,687.0,,,32,7
3047,61,483.0,2022-05-07 22:00:00,20.0,9,5
3048,8,353.0,2022-05-07 23:00:00,8.0,3,6
3049,80,713.0,2022-05-08 00:00:00,,9,3
3050,22,595.0,2022-05-08 01:00:00,2.0,22,9
3051,30,193.0,2022-05-08 02:00:00,16.0,5,4
3052,11,448.0,2022-05-08 03:00:00,10.0,2,10
3053,75,568.0,2022-05-08 04:00:00,,33,7
3054,59,80.0,2022-05-08 05:00:00,,6,10
3055,93,236.0,2022-05-08 06:00:00,,31,7
3056,19,938.0,2022-05-08 07:00:00,5.0,12,10
3057,54,354.0,2022-05-08 08:00:00,,21,6
3058,97,232.0,2022-05-08 09:00:00,18.0,26,9
3059,23,111.0,,5.0,33,10
3060,12,,2022-05-08 11:00:00,20.0,35,2
3061,9,654.0,2022-05-08 12:00:00,5.0,7,5
3062,31,3.0,2022-05-08 13:00:00,,21,3
3063,66,,2022-05-08 14:00:00,8.0,26,4
3064,56,224.0,2022-05-08 15:00:00,17.0,36,9
3065,96,847.0,2022-05-08 16:00:00,2.0,26,4
3066,78,268.0,2022-05-08 17:00:00,16.0,21,1
3067,84,166.0,2022-05-08 18:00:00,3.0,11,5
3068,79,316.0,2022-05-08 19:00:00,8.0,4,4
3069,29,998.0,2022-05-08 20:00:00,9.0,29,2
3070,43,52.0,2022-05-08 21:00:00,18.0,24,2
3071,8,412.0,2022-05-08 22:00:00,20.0,15,9
3072,38,731.0,2022-05-08 23:00:00,1.0,30,1
3073,48,488.0,2022-05-09 00:00:00,11.0,19,9
3074,92,910.0,2022-05-09 01:00:00,10.0,8,10
3075,60,,2022-05-09 02:00:00,20.0,5,2
3076,43,434.0,2022-05-09 03:00:00,6.0,1,1
3077,11,358.0,2022-05-09 04:00:00,3.0,2,1
3078,1,282.0,2022-05-09 05:00:00,10.0,12,1
3079,84,629.0,,6.0,33,3
3080,100,251.0,2022-05-09 07:00:00,16.0,4,3
3081,52,608.0,2022-05-09 08:00:00,11.0,23,2
3082,72,129.0,2022-05-09 09:00:00,10.0,19,3
3083,54,279.0,2022-05-09 10:00:00,,8,9
3084,96,572.0,2022-05-09 11:00:00,8.0,18,5
3085,97,102.0,2022-05-09 12:00:00,19.0,32,7
3086,64,244.0,2022-05-09 13:00:00,13.0,29,7
3087,79,419.0,2022-05-09 14:00:00,16.0,19,8
3088,29,54.0,2022-05-09 15:00:00,18.0,18,1
3089,25,965.0,2022-05-09 16:00:00,,29,4
